path,type,reason,replacement_or_canonical_file,safe_to_delete,notes
checkpoints/pretrained_resnet_soundspaces_BS32_Lr0.0001_AdamW_exp365_resnet_lr1e4_bs32,checkpoint,pre-radial era artifact for exp365,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3154, AbsRel=0.5554, δ1=0.4688, δ2=0.6761, δ3=0.8044, …"
results/pretrained_resnet_soundspaces_BS32_Lr0.0001_AdamW_exp365_resnet_lr1e4_bs32,result,pre-radial era artifact for exp365,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3154, AbsRel=0.5554, δ1=0.4688, δ2=0.6761, δ3=0.8044, …"
logs/n2_revisit_test/exp365_resnet_lr1e4_bs32_test.log,log,pre-radial era artifact for exp365,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3154, AbsRel=0.5554, δ1=0.4688, δ2=0.6761, δ3=0.8044, …"
checkpoints/pretrained_resnet_soundspaces_BS160_Lr5e-05_AdamW_exp366_resnet_lr5e5_bs160,checkpoint,pre-radial era artifact for exp366,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3332, AbsRel=0.5022, δ1=0.4482, δ2=0.6641, δ3=0.7982, …"
checkpoints/pretrained_resnet_soundspaces_BS32_Lr5e-05_AdamW_exp366_resnet_lr5e5_bs32,checkpoint,pre-radial era artifact for exp366,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3332, AbsRel=0.5022, δ1=0.4482, δ2=0.6641, δ3=0.7982, …"
results/pretrained_resnet_soundspaces_BS160_Lr5e-05_AdamW_exp366_resnet_lr5e5_bs160,result,pre-radial era artifact for exp366,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3332, AbsRel=0.5022, δ1=0.4482, δ2=0.6641, δ3=0.7982, …"
results/pretrained_resnet_soundspaces_BS32_Lr5e-05_AdamW_exp366_resnet_lr5e5_bs32,result,pre-radial era artifact for exp366,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3332, AbsRel=0.5022, δ1=0.4482, δ2=0.6641, δ3=0.7982, …"
logs/n2_revisit_train/exp366_resnet_lr5e5_bs32.log,log,pre-radial era artifact for exp366,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3332, AbsRel=0.5022, δ1=0.4482, δ2=0.6641, δ3=0.7982, …"
logs/n2_revisit_train/exp366_resnet_lr5e5_bs160.log,log,pre-radial era artifact for exp366,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3332, AbsRel=0.5022, δ1=0.4482, δ2=0.6641, δ3=0.7982, …"
logs/n2_revisit_test/exp366_resnet_lr5e5_bs32_test.log,log,pre-radial era artifact for exp366,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3332, AbsRel=0.5022, δ1=0.4482, δ2=0.6641, δ3=0.7982, …"
checkpoints/pretrained_resnet_soundspaces_BS160_Lr0.0005_AdamW_exp367_resnet_lr5e4_bs160,checkpoint,pre-radial era artifact for exp367,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3413, AbsRel=0.5171, δ1=0.4636, δ2=0.6690, δ3=0.7982, …"
checkpoints/pretrained_resnet_soundspaces_BS32_Lr0.0005_AdamW_exp367_resnet_lr5e4_bs32,checkpoint,pre-radial era artifact for exp367,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3413, AbsRel=0.5171, δ1=0.4636, δ2=0.6690, δ3=0.7982, …"
results/pretrained_resnet_soundspaces_BS160_Lr0.0005_AdamW_exp367_resnet_lr5e4_bs160,result,pre-radial era artifact for exp367,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3413, AbsRel=0.5171, δ1=0.4636, δ2=0.6690, δ3=0.7982, …"
results/pretrained_resnet_soundspaces_BS32_Lr0.0005_AdamW_exp367_resnet_lr5e4_bs32,result,pre-radial era artifact for exp367,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3413, AbsRel=0.5171, δ1=0.4636, δ2=0.6690, δ3=0.7982, …"
logs/n2_revisit_train/exp367_resnet_lr5e4_bs32.log,log,pre-radial era artifact for exp367,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3413, AbsRel=0.5171, δ1=0.4636, δ2=0.6690, δ3=0.7982, …"
logs/n2_revisit_train/exp367_resnet_lr5e4_bs160.log,log,pre-radial era artifact for exp367,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3413, AbsRel=0.5171, δ1=0.4636, δ2=0.6690, δ3=0.7982, …"
logs/n2_revisit_test/exp367_resnet_lr5e4_bs160_test.log,log,pre-radial era artifact for exp367,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3413, AbsRel=0.5171, δ1=0.4636, δ2=0.6690, δ3=0.7982, …"
checkpoints/pretrained_resnet_soundspaces_BS160_Lr0.0005_AdamW_exp367_resnet_lr5e4_bs160,checkpoint,pre-radial era artifact for exp367,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2906, AbsRel=0.5373, δ1=0.4638, δ2=0.6784, δ3=0.8089, …"
checkpoints/pretrained_resnet_soundspaces_BS32_Lr0.0005_AdamW_exp367_resnet_lr5e4_bs32,checkpoint,pre-radial era artifact for exp367,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2906, AbsRel=0.5373, δ1=0.4638, δ2=0.6784, δ3=0.8089, …"
results/pretrained_resnet_soundspaces_BS160_Lr0.0005_AdamW_exp367_resnet_lr5e4_bs160,result,pre-radial era artifact for exp367,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2906, AbsRel=0.5373, δ1=0.4638, δ2=0.6784, δ3=0.8089, …"
results/pretrained_resnet_soundspaces_BS32_Lr0.0005_AdamW_exp367_resnet_lr5e4_bs32,result,pre-radial era artifact for exp367,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2906, AbsRel=0.5373, δ1=0.4638, δ2=0.6784, δ3=0.8089, …"
logs/n2_revisit_train/exp367_resnet_lr5e4_bs32.log,log,pre-radial era artifact for exp367,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2906, AbsRel=0.5373, δ1=0.4638, δ2=0.6784, δ3=0.8089, …"
logs/n2_revisit_train/exp367_resnet_lr5e4_bs160.log,log,pre-radial era artifact for exp367,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2906, AbsRel=0.5373, δ1=0.4638, δ2=0.6784, δ3=0.8089, …"
logs/n2_revisit_test/exp367_resnet_lr5e4_bs160_test.log,log,pre-radial era artifact for exp367,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2906, AbsRel=0.5373, δ1=0.4638, δ2=0.6784, δ3=0.8089, …"
checkpoints/pretrained_resnet_soundspaces_BS16_Lr0.0001_AdamW_exp368_resnet_lr1e4_bs16,checkpoint,pre-radial era artifact for exp368,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2748, AbsRel=0.5274, δ1=0.4722, δ2=0.6849, δ3=0.8108, …"
checkpoints/pretrained_resnet_soundspaces_BS96_Lr0.0001_AdamW_exp368_resnet_lr1e4_bs96,checkpoint,pre-radial era artifact for exp368,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2748, AbsRel=0.5274, δ1=0.4722, δ2=0.6849, δ3=0.8108, …"
results/pretrained_resnet_soundspaces_BS16_Lr0.0001_AdamW_exp368_resnet_lr1e4_bs16,result,pre-radial era artifact for exp368,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2748, AbsRel=0.5274, δ1=0.4722, δ2=0.6849, δ3=0.8108, …"
results/pretrained_resnet_soundspaces_BS96_Lr0.0001_AdamW_exp368_resnet_lr1e4_bs96,result,pre-radial era artifact for exp368,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2748, AbsRel=0.5274, δ1=0.4722, δ2=0.6849, δ3=0.8108, …"
logs/n2_revisit_train/exp368_resnet_lr1e4_bs16.log,log,pre-radial era artifact for exp368,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2748, AbsRel=0.5274, δ1=0.4722, δ2=0.6849, δ3=0.8108, …"
logs/n2_revisit_train/exp368_resnet_lr1e4_bs96.log,log,pre-radial era artifact for exp368,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2748, AbsRel=0.5274, δ1=0.4722, δ2=0.6849, δ3=0.8108, …"
logs/n2_revisit_test/exp368_resnet_lr1e4_bs96_test.log,log,pre-radial era artifact for exp368,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2748, AbsRel=0.5274, δ1=0.4722, δ2=0.6849, δ3=0.8108, …"
checkpoints/pretrained_resnet_soundspaces_BS16_Lr0.0001_AdamW_exp368_resnet_lr1e4_bs16,checkpoint,pre-radial era artifact for exp368,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3213, AbsRel=0.5183, δ1=0.4668, δ2=0.6747, δ3=0.8020, …"
checkpoints/pretrained_resnet_soundspaces_BS96_Lr0.0001_AdamW_exp368_resnet_lr1e4_bs96,checkpoint,pre-radial era artifact for exp368,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3213, AbsRel=0.5183, δ1=0.4668, δ2=0.6747, δ3=0.8020, …"
results/pretrained_resnet_soundspaces_BS16_Lr0.0001_AdamW_exp368_resnet_lr1e4_bs16,result,pre-radial era artifact for exp368,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3213, AbsRel=0.5183, δ1=0.4668, δ2=0.6747, δ3=0.8020, …"
results/pretrained_resnet_soundspaces_BS96_Lr0.0001_AdamW_exp368_resnet_lr1e4_bs96,result,pre-radial era artifact for exp368,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3213, AbsRel=0.5183, δ1=0.4668, δ2=0.6747, δ3=0.8020, …"
logs/n2_revisit_train/exp368_resnet_lr1e4_bs16.log,log,pre-radial era artifact for exp368,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3213, AbsRel=0.5183, δ1=0.4668, δ2=0.6747, δ3=0.8020, …"
logs/n2_revisit_train/exp368_resnet_lr1e4_bs96.log,log,pre-radial era artifact for exp368,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3213, AbsRel=0.5183, δ1=0.4668, δ2=0.6747, δ3=0.8020, …"
logs/n2_revisit_test/exp368_resnet_lr1e4_bs96_test.log,log,pre-radial era artifact for exp368,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.3213, AbsRel=0.5183, δ1=0.4668, δ2=0.6747, δ3=0.8020, …"
checkpoints/renew_single_soundspaces_BS16_Lr0.0001_AdamW_exp301_renew_single_lr1e4_lsh0.1,checkpoint,pre-radial era artifact for exp301,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0994, AbsRel=0.4492, δ1=0.4859, Log10=0.1580, MAE=0.68…"
results/renew_single_soundspaces_BS16_Lr0.0001_AdamW_exp301_renew_single_lr1e4_lsh0.1,result,pre-radial era artifact for exp301,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0994, AbsRel=0.4492, δ1=0.4859, Log10=0.1580, MAE=0.68…"
logs/renew_train/exp301_renew_single_lr1e4_lsh0.1.log,log,pre-radial era artifact for exp301,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0994, AbsRel=0.4492, δ1=0.4859, Log10=0.1580, MAE=0.68…"
logs/renew_test/exp301_renew_single_lr1e4_lsh0.1_test.log,log,pre-radial era artifact for exp301,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0994, AbsRel=0.4492, δ1=0.4859, Log10=0.1580, MAE=0.68…"
checkpoints/renew_single_soundspaces_BS32_Lr0.0001_AdamW_exp302_renew_v2_lr1e4_lsh0.3,checkpoint,pre-radial era artifact for exp302,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0921, AbsRel=0.4615, δ1=0.5023, Log10=0.1575, MAE=0.67…"
results/renew_single_soundspaces_BS32_Lr0.0001_AdamW_exp302_renew_v2_lr1e4_lsh0.3,result,pre-radial era artifact for exp302,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0921, AbsRel=0.4615, δ1=0.5023, Log10=0.1575, MAE=0.67…"
logs/renew_train/exp302_renew_v2_lr1e4_lsh0.3.log,log,pre-radial era artifact for exp302,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0921, AbsRel=0.4615, δ1=0.5023, Log10=0.1575, MAE=0.67…"
logs/renew_test/exp302_renew_v2_lr1e4_lsh0.3_test.log,log,pre-radial era artifact for exp302,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0921, AbsRel=0.4615, δ1=0.5023, Log10=0.1575, MAE=0.67…"
checkpoints/renew_single_soundspaces_BS32_Lr0.0001_AdamW_exp303_dpt_only_lr1e4_lsh0.3,checkpoint,pre-radial era artifact for exp303,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0999, AbsRel=0.4685, δ1=0.4928, Log10=0.1589, MAE=0.68…"
results/renew_single_soundspaces_BS32_Lr0.0001_AdamW_exp303_dpt_only_lr1e4_lsh0.3,result,pre-radial era artifact for exp303,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0999, AbsRel=0.4685, δ1=0.4928, Log10=0.1589, MAE=0.68…"
logs/renew_train/exp303_dpt_only_lr1e4_lsh0.3.log,log,pre-radial era artifact for exp303,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0999, AbsRel=0.4685, δ1=0.4928, Log10=0.1589, MAE=0.68…"
logs/renew_test/exp303_dpt_only_lr1e4_lsh0.3_test.log,log,pre-radial era artifact for exp303,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0999, AbsRel=0.4685, δ1=0.4928, Log10=0.1589, MAE=0.68…"
checkpoints/renew_single_soundspaces_BS32_Lr0.0001_AdamW_exp304_dpt_only_nokl_lr1e4_lsh0.3,checkpoint,pre-radial era artifact for exp304,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0696, AbsRel=0.5011, δ1=0.4916, Log10=0.1586, MAE=0.68…"
results/renew_single_soundspaces_BS32_Lr0.0001_AdamW_exp304_dpt_only_nokl_lr1e4_lsh0.3,result,pre-radial era artifact for exp304,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0696, AbsRel=0.5011, δ1=0.4916, Log10=0.1586, MAE=0.68…"
logs/renew_train/exp304_dpt_only_nokl_lr1e4_lsh0.3.log,log,pre-radial era artifact for exp304,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0696, AbsRel=0.5011, δ1=0.4916, Log10=0.1586, MAE=0.68…"
logs/renew_test/exp304_dpt_only_nokl_lr1e4_lsh0.3_test.log,log,pre-radial era artifact for exp304,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.0696, AbsRel=0.5011, δ1=0.4916, Log10=0.1586, MAE=0.68…"
checkpoints/n9_0424_soundspaces_BS8_Lr0.0001_AdamW_exp390_n9A_lr1e4,checkpoint,pre-radial era artifact for exp390,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2274, AbsRel=0.4739, δ1=0.4795, Log10=0.1597, MAE=0.79…"
results/n9_0424_soundspaces_BS8_Lr0.0001_AdamW_exp390_n9A_lr1e4,result,pre-radial era artifact for exp390,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2274, AbsRel=0.4739, δ1=0.4795, Log10=0.1597, MAE=0.79…"
logs/renew_train/exp390_n9A_lr1e4.log,log,pre-radial era artifact for exp390,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2274, AbsRel=0.4739, δ1=0.4795, Log10=0.1597, MAE=0.79…"
logs/renew_test/exp390_n9A_lr1e4_test.log,log,pre-radial era artifact for exp390,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2274, AbsRel=0.4739, δ1=0.4795, Log10=0.1597, MAE=0.79…"
checkpoints/n9_0424_soundspaces_BS32_Lr5e-05_AdamW_exp391_n9A_lr5e5,checkpoint,pre-radial era artifact for exp391,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2349, AbsRel=0.4474, δ1=0.4835, Log10=0.1569, MAE=0.78…"
checkpoints/n9_0424_soundspaces_BS64_Lr5e-05_AdamW_exp391_n9A_lr5e5,checkpoint,pre-radial era artifact for exp391,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2349, AbsRel=0.4474, δ1=0.4835, Log10=0.1569, MAE=0.78…"
results/n9_0424_soundspaces_BS32_Lr5e-05_AdamW_exp391_n9A_lr5e5,result,pre-radial era artifact for exp391,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2349, AbsRel=0.4474, δ1=0.4835, Log10=0.1569, MAE=0.78…"
results/n9_0424_soundspaces_BS64_Lr5e-05_AdamW_exp391_n9A_lr5e5,result,pre-radial era artifact for exp391,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2349, AbsRel=0.4474, δ1=0.4835, Log10=0.1569, MAE=0.78…"
logs/renew_train/exp391_n9A_lr5e5.log,log,pre-radial era artifact for exp391,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2349, AbsRel=0.4474, δ1=0.4835, Log10=0.1569, MAE=0.78…"
logs/renew_test/exp391_n9A_lr5e5_test.log,log,pre-radial era artifact for exp391,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2349, AbsRel=0.4474, δ1=0.4835, Log10=0.1569, MAE=0.78…"
checkpoints/n9_0424_soundspaces_BS64_Lr0.0001_AdamW_exp392_n9B_lr1e4_lsh005,checkpoint,pre-radial era artifact for exp392,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2198, AbsRel=0.4685, δ1=0.4976, Log10=0.1554, MAE=0.78…"
results/n9_0424_soundspaces_BS64_Lr0.0001_AdamW_exp392_n9B_lr1e4_lsh005,result,pre-radial era artifact for exp392,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2198, AbsRel=0.4685, δ1=0.4976, Log10=0.1554, MAE=0.78…"
logs/renew_train/exp392_n9B_lr1e4_lsh005.log,log,pre-radial era artifact for exp392,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2198, AbsRel=0.4685, δ1=0.4976, Log10=0.1554, MAE=0.78…"
logs/renew_test/exp392_n9B_lr1e4_lsh005_test.log,log,pre-radial era artifact for exp392,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2198, AbsRel=0.4685, δ1=0.4976, Log10=0.1554, MAE=0.78…"
checkpoints/n9_0424_soundspaces_BS64_Lr0.0001_AdamW_exp396_n9C_lr1e4_lsh005,checkpoint,pre-radial era artifact for exp396,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2379, AbsRel=0.4646, δ1=0.4972, Log10=0.1575, MAE=0.79…"
results/n9_0424_soundspaces_BS64_Lr0.0001_AdamW_exp396_n9C_lr1e4_lsh005,result,pre-radial era artifact for exp396,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2379, AbsRel=0.4646, δ1=0.4972, Log10=0.1575, MAE=0.79…"
logs/renew_train/exp396_n9C_lr1e4_lsh005.log,log,pre-radial era artifact for exp396,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2379, AbsRel=0.4646, δ1=0.4972, Log10=0.1575, MAE=0.79…"
logs/renew_test/exp396_n9C_lr1e4_lsh005_test_earlypeek.log,log,pre-radial era artifact for exp396,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2379, AbsRel=0.4646, δ1=0.4972, Log10=0.1575, MAE=0.79…"
logs/renew_test/exp396_n9C_lr1e4_lsh005_test_earlypeek_ep20.log,log,pre-radial era artifact for exp396,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2379, AbsRel=0.4646, δ1=0.4972, Log10=0.1575, MAE=0.79…"
logs/renew_test/exp396_n9C_lr1e4_lsh005_test_fixed.log,log,pre-radial era artifact for exp396,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2379, AbsRel=0.4646, δ1=0.4972, Log10=0.1575, MAE=0.79…"
logs/renew_test/exp396_n9C_lr1e4_lsh005_test.log,log,pre-radial era artifact for exp396,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2379, AbsRel=0.4646, δ1=0.4972, Log10=0.1575, MAE=0.79…"
checkpoints/n9_0424_soundspaces_BS64_Lr5e-05_AdamW_exp398_n9C_lr5e5_lsh005,checkpoint,pre-radial era artifact for exp398,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2228, AbsRel=0.5135, δ1=0.4861, Log10=0.1618, MAE=0.80…"
results/n9_0424_soundspaces_BS64_Lr5e-05_AdamW_exp398_n9C_lr5e5_lsh005,result,pre-radial era artifact for exp398,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2228, AbsRel=0.5135, δ1=0.4861, Log10=0.1618, MAE=0.80…"
logs/renew_train/exp398_n9C_lr5e5_lsh005.log,log,pre-radial era artifact for exp398,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2228, AbsRel=0.5135, δ1=0.4861, Log10=0.1618, MAE=0.80…"
logs/renew_test/exp398_n9C_lr5e5_lsh005_test.log,log,pre-radial era artifact for exp398,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2228, AbsRel=0.5135, δ1=0.4861, Log10=0.1618, MAE=0.80…"
checkpoints/n9_0424_soundspaces_BS64_Lr0.0003_AdamW_exp399_n9C_lr3e4_lsh005,checkpoint,pre-radial era artifact for exp399,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2331, AbsRel=0.5075, δ1=0.4822, Log10=0.1614, MAE=0.80…"
results/n9_0424_soundspaces_BS64_Lr0.0003_AdamW_exp399_n9C_lr3e4_lsh005,result,pre-radial era artifact for exp399,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2331, AbsRel=0.5075, δ1=0.4822, Log10=0.1614, MAE=0.80…"
logs/renew_train/exp399_n9C_lr3e4_lsh005.log,log,pre-radial era artifact for exp399,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2331, AbsRel=0.5075, δ1=0.4822, Log10=0.1614, MAE=0.80…"
logs/renew_test/exp399_n9C_lr3e4_lsh005_test.log,log,pre-radial era artifact for exp399,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2331, AbsRel=0.5075, δ1=0.4822, Log10=0.1614, MAE=0.80…"
checkpoints/n4_0425_soundspaces_BS128_Lr0.0001_AdamW_exp400_n4_lam0.0_lr1e4_bs128,checkpoint,pre-radial era artifact for exp400,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2413, AbsRel=0.4711, δ1=0.4831, Log10=0.1601, MAE=0.79…"
checkpoints/n4_0425_soundspaces_BS16_Lr0.0001_AdamW_exp400_n4_lam0.0_lr1e4_bs16,checkpoint,pre-radial era artifact for exp400,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2413, AbsRel=0.4711, δ1=0.4831, Log10=0.1601, MAE=0.79…"
checkpoints/n4_0425_soundspaces_BS48_Lr0.0001_AdamW_exp400_n4_lam0.0_lr1e4_bs48,checkpoint,pre-radial era artifact for exp400,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2413, AbsRel=0.4711, δ1=0.4831, Log10=0.1601, MAE=0.79…"
checkpoints/n4_0425_soundspaces_BS64_Lr0.0001_AdamW_exp400_n4_lam0.0_lr1e4_bs64,checkpoint,pre-radial era artifact for exp400,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2413, AbsRel=0.4711, δ1=0.4831, Log10=0.1601, MAE=0.79…"
checkpoints/n9_0424_soundspaces_BS128_Lr0.0001_AdamW_exp400_n9C_lr1e4_lsh005_bs128,checkpoint,pre-radial era artifact for exp400,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2413, AbsRel=0.4711, δ1=0.4831, Log10=0.1601, MAE=0.79…"
checkpoints/unet_256_soundspaces_BS128_Lr0.0005_AdamW_exp400_n2_trms_film_lr5e4_lsh0.1,checkpoint,pre-radial era artifact for exp400,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2413, AbsRel=0.4711, δ1=0.4831, Log10=0.1601, MAE=0.79…"
results/n4_0425_soundspaces_BS128_Lr0.0001_AdamW_exp400_n4_lam0.0_lr1e4_bs128,result,pre-radial era artifact for exp400,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2413, AbsRel=0.4711, δ1=0.4831, Log10=0.1601, MAE=0.79…"
results/n4_0425_soundspaces_BS16_Lr0.0001_AdamW_exp400_n4_lam0.0_lr1e4_bs16,result,pre-radial era artifact for exp400,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2413, AbsRel=0.4711, δ1=0.4831, Log10=0.1601, MAE=0.79…"
results/n4_0425_soundspaces_BS48_Lr0.0001_AdamW_exp400_n4_lam0.0_lr1e4_bs48,result,pre-radial era artifact for exp400,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2413, AbsRel=0.4711, δ1=0.4831, Log10=0.1601, MAE=0.79…"
results/n4_0425_soundspaces_BS64_Lr0.0001_AdamW_exp400_n4_lam0.0_lr1e4_bs64,result,pre-radial era artifact for exp400,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2413, AbsRel=0.4711, δ1=0.4831, Log10=0.1601, MAE=0.79…"
results/n9_0424_soundspaces_BS128_Lr0.0001_AdamW_exp400_n9C_lr1e4_lsh005_bs128,result,pre-radial era artifact for exp400,,no,"pre-radial era; user rule: non-radial 실험은 전부 삭제 | metrics=RMSE=1.2413, AbsRel=0.4711, δ1=0.4831, Log10=0.1601, MAE=0.79…"
